GeneID	Length	ORF1_1_mapped_reads(7655775)	ORF1_1_IPTG_mapped_reads(7178582)	ORF1_2_mapped_reads(7706927)	ORF1_2_IPTG_mapped_reads(7070827)	Svi3_3_1_mapped_reads(8018710)	Svi3_3_1_IPTG_mapped_reads(8299205)	Svi3_3_2_mapped_reads(7313736)	Svi3_3_2_IPTG_mapped_reads(8344539)	WT1_IPTG_mapped_reads(8074159)	WT2_IPTG_mapped_reads(8103887)	ORF1_1_coverage	ORF1_1_IPTG_coverage	ORF1_2_coverage	ORF1_2_IPTG_coverage	Svi3_3_1_coverage	Svi3_3_1_IPTG_coverage	Svi3_3_2_coverage	Svi3_3_2_IPTG_coverage	WT1_IPTG_coverage	WT2_IPTG_coverage	ORF1_1_rpkm	ORF1_1_IPTG_rpkm	ORF1_2_rpkm	ORF1_2_IPTG_rpkm	Svi3_3_1_rpkm	Svi3_3_1_IPTG_rpkm	Svi3_3_2_rpkm	Svi3_3_2_IPTG_rpkm	WT1_IPTG_rpkm	WT2_IPTG_rpkm	Symbol	Description	KEGG Orthology	GO Component	GO Function	GO Process
b1055	1053	1616	1556	2065	1499	1147	844	1651	1312	1810	1769	99.81%	99.81%	99.81%	99.91%	99.72%	99.72%	99.53%	99.81%	99.81%	99.81%	200.458198940826	205.846058597108	254.454677944957	201.327476529279	135.840896595016	96.57786115491	214.377608730736	149.314888771037	212.888845211625	207.303237729666	yceA	putative rhodanese-related sulfurtransferase; 	K07146|1|0.0|731|elp:P12B_c2053|UPF0176 protein	-	GO:0016740//transferase activity	-
b4491	2648	177	211	168	200	234	337	183	227	251	223	99.06%	97.73%	92.15%	97.21%	93.28%	98.23%	89.39%	94.41%	98.26%	96.71%	8.73104294498138	11.1000723340896	8.23208897156147	10.6817350935533	11.0202987837723	15.3347050744246	9.44917362744637	10.273194903721	11.7397390412379	10.3918652259803	ycgH	-	K12678|1|0.0|967|eum:ECUMN_1459|autotransporter family porin	GO:0019867//outer membrane	-	-
b3307	306	18057	15443	20226	13877	20119	15084	18015	21474	19134	18737	99.67%	99.67%	99.67%	99.67%	99.67%	99.67%	99.67%	99.67%	99.67%	99.67%	7707.88116442406	7030.26311623074	8576.4454776445	6413.63071145912	8199.36947627136	5939.61923425904	8049.58628799397	8409.86788943467	7744.38697141162	7555.88350920871	rpsN	30S ribosomal subunit protein S14; 	K02954|1|8e-51|202|sdz:Asd1617_04602|small subunit ribosomal protein S14	GO:0022627//cytosolic small ribosomal subunit	GO:0003735//structural constituent of ribosome;GO:0019843//rRNA binding	GO:0006412//translation
b0040	1515	11	19	7	15	32	28	8	17	11	19	40.99%	54.59%	37.62%	39.93%	57.03%	58.75%	36.17%	47.99%	50.56%	63.56%	0.948398571353947	1.74703780292717	0.599520670976204	1.4002591350361	2.63410351680272	2.22694200044685	0.722001457641523	1.34472642673385	0.899254779675166	1.54756034053937	caiT	putative transporter; 	K05245|1|0.0|993|ssj:SSON53_00250|L-carnitine/gamma-butyrobetaine antiporter	GO:0005886//plasma membrane;GO:0016021//integral component of membrane	GO:0044667;GO:0015226//carnitine transmembrane transporter activity	GO:0009437//carnitine metabolic process;GO:1900749//(R)-carnitine transport;GO:1900751
b3947	2502	38	43	37	30	39	60	21	35	27	23	74.78%	72.74%	72.78%	54.92%	75.14%	89.25%	48.4%	62.95%	53.2%	48.08%	1.98384222632246	2.39410109116266	1.91881530270476	1.6957574656912	1.94389496265848	2.88953162956233	1.14760573415593	1.67640284895759	1.336531384442	1.13435020543763	frwA	putative PTS enzyme, Hpr component/enzyme I component/enzyme IIA component; 	K08483|1|0.0|1552|edj:ECDH1ME8569_3816|phosphotransferase system, enzyme I, PtsI [EC:2.7.3.9];K11189|1|0.0|1552|edj:ECDH1ME8569_3816|phosphocarrier protein;K11201|1|0.0|1552|edj:ECDH1ME8569_3816|PTS system, fructose-specific IIA-like component [EC:2.7.1.69]	GO:0005737//cytoplasm	GO:0046872//metal ion binding;GO:0016301//kinase activity;GO:0005351//sugar:proton symporter activity;GO:0008965//phosphoenolpyruvate-protein phosphotransferase activity	GO:0016310//phosphorylation;GO:0009401//phosphoenolpyruvate-dependent sugar phosphotransferase system
b3784	1104	2175	1829	1985	1494	2179	2029	2334	2271	2393	2455	99.82%	99.82%	99.82%	99.82%	99.82%	99.82%	99.82%	99.82%	99.91%	99.91%	257.336284785299	230.784143518974	233.297557687625	191.386505364255	246.140823655921	221.450406254645	289.062995271173	246.516340494221	268.457985998061	274.40312087989	wecA	UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase; 	K02851|1|0.0|640|sbc:SbBS512_E4137|UDP-GlcNAc:undecaprenyl-phosphate GlcNAc-1-phosphate transferase [EC:2.7.8.33]	GO:0009276//Gram-negative-bacterium-type cell wall;GO:0005887//integral component of plasma membrane	GO:0008144//drug binding;GO:0008963//phospho-N-acetylmuramoyl-pentapeptide-transferase activity;GO:0030145//manganese ion binding;GO:0000287//magnesium ion binding;GO:0016757//transferase activity, transferring glycosyl groups	GO:0009405//pathogenesis;GO:0071555//cell wall organization;GO:0044038;GO:0009243//O antigen biosynthetic process
b0161	1425	2822	2796	2877	2488	1870	2388	2190	1887	2519	2634	99.86%	99.86%	99.79%	99.86%	99.86%	99.93%	99.86%	99.86%	99.86%	99.93%	258.674122109516	273.327693847879	261.965290240981	246.925135105229	163.652345795569	201.921686918712	210.130924231222	158.691873369612	218.935408411652	228.090674590055	degP	serine endoprotease (protease Do), membrane-associated; 	K04771|1|0.0|793|sbc:SbBS512_E0154|serine protease Do [EC:3.4.21.107]	GO:0005886//plasma membrane;GO:0030288//outer membrane-bounded periplasmic space	GO:0042802//identical protein binding;GO:0004252//serine-type endopeptidase activity;GO:0032440//2-alkenal reductase [NAD(P)] activity	GO:0006457//protein folding;GO:0006979//response to oxidative stress;GO:0006515//misfolded or incompletely synthesized protein catabolic process;GO:0055114//oxidation-reduction process;GO:0009266//response to temperature stimulus
b1714	984	4706	4731	4185	3089	5300	3867	5459	3579	5859	6084	99.8%	99.7%	99.8%	99.7%	99.8%	99.9%	99.7%	99.8%	99.7%	99.8%	624.694472499943	669.759965027674	551.847549676778	443.968950488595	671.701416036821	473.524638658822	758.540399549871	435.877299147529	737.447490529097	762.958174178427	pheS	phenylalanine tRNA synthetase, alpha subunit; 	K01889|1|0.0|659|sbo:SBO_1379|phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]	GO:0005737//cytoplasm	GO:0005524//ATP binding;GO:0005515//protein binding;GO:0004826//phenylalanine-tRNA ligase activity;GO:0000287//magnesium ion binding;GO:0000049//tRNA binding	GO:0006432//phenylalanyl-tRNA aminoacylation
b2341	2145	478	462	490	531	551	749	657	489	640	644	99.11%	99.3%	99.39%	99.81%	99.53%	99.81%	99.67%	99.53%	99.86%	99.72%	29.1079378435002	30.0037828340772	29.6406373692431	35.0103951846718	32.034636104368	42.0744094385124	41.8792401439847	27.3199068243348	36.9534831266387	37.0480363599715	fadJ	fused enoyl-CoA hydratase and epimerase and isomerase/3-hydroxyacyl-CoA dehydrogenase; 	K01782|1|0.0|1292|elp:P12B_c2434|3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]	GO:0016507//mitochondrial fatty acid beta-oxidation multienzyme complex	GO:0051287//NAD binding;GO:0008692//3-hydroxybutyryl-CoA epimerase activity;GO:0003857//3-hydroxyacyl-CoA dehydrogenase activity;GO:0004300//enoyl-CoA hydratase activity	GO:0006635//fatty acid beta-oxidation
b4363	474	35	26	29	25	36	38	45	27	52	45	96.41%	91.77%	94.51%	82.7%	90.08%	91.77%	92.62%	95.15%	96.62%	92.41%	9.64496245608804	7.64110804544762	7.93849930058454	7.4591863206037	9.47151937014901	9.65981396667609	12.9806037380567	6.82626389743708	13.587129179672	11.7149596065147	yjjB	DUF3815 family inner membrane protein; 	-	GO:0005886//plasma membrane;GO:0016021//integral component of membrane	-	-
b0983	1140	91	87	64	74	79	103	121	56	77	127	99.39%	99.04%	94.74%	98.6%	96.58%	99.3%	99.3%	95.88%	95.35%	99.74%	10.4267120446341	10.6310395944052	7.28440153607177	9.18029541689457	8.64206906273392	10.8866906159063	14.5124667990741	5.88682095170792	8.36543591092556	13.7469227756914	gfcE	putative O-antigen capsule outer membrane auxillary protein export channel; 	K01991|1|0.0|751|ssj:SSON53_05360|polysaccharide export outer membrane protein	GO:0005886//plasma membrane;GO:0009279//cell outer membrane;GO:0046930//pore complex	GO:0015159//polysaccharide transmembrane transporter activity;GO:0015288//porin activity	GO:0015774//polysaccharide transport;GO:0006811//ion transport
b0527	522	52	51	37	41	69	57	59	52	72	41	98.28%	97.89%	99.43%	96.55%	99.04%	95.79%	99.04%	98.66%	95.59%	91.76%	13.0119887584925	13.6100903249816	9.19708024399866	11.1081859735335	16.4844355321463	13.1573328166795	15.4540470046187	11.9379702386852	17.0830218333276	9.69214665785468	ybcI	DUF457 family inner membrane protein; 	K07038|1|1e-76|288|edj:ECDH1ME8569_0512|inner membrane protein	GO:0005886//plasma membrane;GO:0016021//integral component of membrane	GO:0016787//hydrolase activity	-
b3889	213	1	2	-	1	3	1	2	-	2	-	46.95%	85.92%	-	46.95%	63.38%	46.95%	73.24%	-	68.08%	-	0.613241073666765	1.30801199477868	-	0.663972641495991	1.75645547005111	0.56569703733685	1.283840620102	-	1.16292871635329	-	yiiE	CopG family putative transcriptional regulator; 	-	-	GO:0003677//DNA binding	GO:0006355//regulation of transcription, DNA-templated
b2756	600	97	101	84	106	129	111	89	115	93	94	97.5%	98.83%	98.17%	99.5%	98.67%	99%	99.17%	98.33%	97.5%	98.67%	21.116956371715	23.4493850363948	18.165476330579	24.9852904994941	26.8122927503302	22.2912917562586	20.2814721960614	22.9691138919318	19.1970457852019	19.3322866751062	casE	CRISPR RNA precursor cleavage enzyme; CRISP RNA (crRNA) containing Cascade antiviral complex protein; 	K19126|1|4e-111|403|ecoh:ECRM13516_3477|CRISPR system Cascade subunit CasE	GO:0043234//protein complex	GO:0004519//endonuclease activity;GO:0003723//RNA binding;GO:0005515//protein binding	GO:0051607//defense response to virus;GO:0090305//nucleic acid phosphodiester bond hydrolysis;GO:0006396//RNA processing
b2920	1479	99	60	59	94	74	70	76	82	84	100	95.94%	93.78%	93.85%	93.98%	97.63%	97.5%	93.24%	98.31%	97.16%	97.23%	8.7433499123807	5.65124857784705	5.17609921522341	8.9885464692581	6.23963288684822	5.70286871311186	7.02596753151157	6.6442096803542	7.03418546078196	8.34331132670417	scpC	propionyl-CoA:succinate CoA transferase; 	K01067|1|2e-149|533|sfu:Sfum_0388|acetyl-CoA hydrolase [EC:3.1.2.1];K18118|4|4e-127|458|ctt:CtCNB1_0236|succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18]	-	GO:0043821;GO:0003986//acetyl-CoA hydrolase activity	GO:0006084//acetyl-CoA metabolic process
b2541	813	75	65	81	54	133	120	105	94	91	95	96.56%	99.63%	96.92%	99.63%	98.15%	98.89%	98.77%	98.15%	96.56%	97.17%	12.0498476652233	11.1374084057262	12.9274607518617	9.3936203228621	20.4012410869528	17.7850138675644	17.6587303004805	13.8559069843837	13.8628827239088	14.4191507743982	hcaB	2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase; 	K05711|1|8e-151|536|elp:P12B_c2641|2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase [EC:1.3.1.87]	-	GO:0000166//nucleotide binding;GO:0018498	GO:0019380;GO:0055114//oxidation-reduction process
b4277	330	8	6	1	5	6	13	11	13	7	8	88.48%	50.3%	30.3%	89.39%	89.7%	70.91%	89.09%	90.91%	80.61%	77.88%	3.16655390766111	2.5327868626169	0.39319212836751	2.14282079755524	2.26742433406598	4.74671241329012	4.55763420136211	4.72092459438914	2.62716169103447	2.99145635204739	yjgZ	uncharacterized protein; 	K07484|1|2e-18|77.8|etw:ECSP_1265|transposase	-	GO:0016491//oxidoreductase activity	GO:0055114//oxidation-reduction process
b3075	984	241	221	173	195	358	311	243	243	311	293	98.88%	99.39%	99.19%	97.97%	99.8%	99.09%	99.59%	99.59%	99.7%	99.49%	31.9913658887561	31.2866100763297	22.8123359842491	28.0265281143658	45.3715296115438	38.0827935409603	33.7653997235059	29.5943514090107	39.1442515027393	36.7433834704601	ebgR	transcriptional repressor; 	K12113|1|0.0|644|ecol:LY180_15870|LacI family transcriptional regulator, ebg operon repressor	GO:0005622//intracellular	GO:0003677//DNA binding;GO:0003700//sequence-specific DNA binding transcription factor activity	GO:0045892//negative regulation of transcription, DNA-templated
b0126	663	4501	5513	5066	4701	7060	5463	4719	3741	4685	5447	99.85%	99.85%	99.85%	99.55%	99.85%	99.85%	99.85%	99.7%	99.85%	99.7%	886.760466754577	1158.3393190775	991.449074452845	1002.7819571256	1327.96511148992	992.844375397991	973.188950055557	676.194806765429	875.182790869176	1013.79575930782	can	carbonic anhydrase; 	K01673|1|2e-117|424|ssj:SSON53_00685|carbonic anhydrase [EC:4.2.1.1]	GO:0005829//cytosol	GO:0008270//zinc ion binding;GO:0004089//carbonate dehydratase activity	GO:0015976//carbon utilization
b3302	180	4321	3624	4916	3280	5892	4426	4520	5024	4865	4644	99.44%	99.44%	99.44%	99.44%	99.44%	99.44%	99.44%	99.44%	99.44%	99.44%	3135.61403718834	2804.63931920445	3543.70958893358	2577.09914585977	4082.11960943011	2962.80051991593	3433.41776502612	3344.835599799	3347.44185465976	3183.65742266643	rpmD	50S ribosomal subunit protein L30; 	K02907|1|4e-25|116|sdz:Asd1617_04597|large subunit ribosomal protein L30	GO:0015934//large ribosomal subunit	GO:0003735//structural constituent of ribosome	GO:0006412//translation
b3911	1374	2340	1976	2339	2058	1465	1829	1815	2071	2194	2120	99.85%	99.71%	99.71%	99.71%	99.64%	99.85%	99.64%	99.71%	99.85%	99.71%	222.453868949773	200.337173383701	220.882975344272	211.830468188016	132.967769808854	160.394872426913	180.613669770136	180.630472261974	197.766438713119	190.395093148868	cpxA	sensory histidine kinase in two-component regulatory system with CpxR; 	K07640|1|0.0|869|sbo:SBO_3929|two-component system, OmpR family, sensor histidine kinase CpxA [EC:2.7.13.3]	GO:0016021//integral component of membrane;GO:0005886//plasma membrane	GO:0005524//ATP binding;GO:0000155//phosphorelay sensor kinase activity	GO:0000160//phosphorelay signal transduction system;GO:0046777//protein autophosphorylation;GO:0023014//signal transduction by phosphorylation
b4226	531	8526	7097	8758	6735	7323	7417	8134	7976	8754	8900	99.81%	99.81%	99.81%	99.81%	99.81%	99.81%	99.81%	99.81%	99.81%	99.81%	2097.30525977334	1861.83683619505	2140.07589054628	1793.79524052972	1719.84776254253	1683.05095898783	2094.45178496494	1800.0653638128	2041.80716607323	2068.2455993322	ppa	inorganic pyrophosphatase; 	K01507|1|8e-99|362|sdz:Asd1617_05853|inorganic pyrophosphatase [EC:3.6.1.1]	GO:0016020//membrane;GO:0005829//cytosol	GO:0004427//inorganic diphosphatase activity;GO:0008270//zinc ion binding;GO:0005515//protein binding;GO:0000287//magnesium ion binding;GO:0050355//triphosphatase activity	GO:0006796//phosphate-containing compound metabolic process
b3883	897	38	40	38	42	89	68	47	31	56	55	96.88%	97.77%	82.61%	94.43%	95.99%	97.88%	96.21%	83.84%	96.66%	89.63%	5.53352647743455	6.21196331968472	5.49679965410098	6.62196126067239	12.3735140638271	9.13439898415489	7.16417416267623	4.14158807997607	7.7321146759543	7.56618349911651	yihV	putative sugar kinase; 	K18478|1|4e-149|530|ecol:LY180_20120|sulfofructose kinase [EC:2.7.1.184]	-	GO:0004747//ribokinase activity	GO:0016310//phosphorylation;GO:0006014//D-ribose metabolic process
b1753	549	161	148	136	147	238	160	127	121	158	171	99.64%	99.09%	98.91%	96.36%	99.45%	99.09%	99.45%	95.81%	98%	99.27%	38.3057853174032	37.553524702553	32.1429193463276	37.8682101600746	54.0629955062361	35.1164936838613	31.6294832553546	26.4125709757543	35.6440828963147	38.4353100970023	ynjA	carboxymuconolactone decarboxylase family protein; 	K01607|1|1e-14|82.8|mav:MAV_2020|4-carboxymuconolactone decarboxylase [EC:4.1.1.44];K07486|2|2e-09|65.5|maf:MAF_33430|transposase	-	GO:0051920//peroxiredoxin activity;GO:0004601//peroxidase activity	GO:0055114//oxidation-reduction process
b1663	1374	1165	772	711	669	4602	1904	2144	926	2649	2561	99.85%	99.71%	99.85%	99.71%	99.93%	99.78%	99.78%	99.78%	99.85%	99.93%	110.75160569508	78.2693815041585	67.143136156382	68.8603416996028	417.691246867132	166.972026845731	213.353007155467	80.7647596883571	238.779989129924	230.00086488408	mdtK	multidrug efflux system transporter; 	K03327|1|0.0|794|sbo:SBO_1468|multidrug resistance protein, MATE family	GO:0005886//plasma membrane;GO:0016021//integral component of membrane	GO:0042895//antibiotic transporter activity;GO:0015238//drug transmembrane transporter activity;GO:0015297//antiporter activity	GO:0006855//drug transmembrane transport;GO:0034614//cellular response to reactive oxygen species;GO:0046677//response to antibiotic;GO:0006814//sodium ion transport;GO:0042891//antibiotic transport
b0962	2055	1310	1253	1339	1252	2042	1506	1416	1081	1652	1763	99.61%	99.95%	99.95%	99.9%	99.95%	99.95%	99.95%	99.9%	99.95%	99.95%	83.2664996521836	84.9377161251795	84.5449176456213	86.1632935005279	123.919429177105	88.3032429405548	94.2132850967701	63.0393198785865	99.5636751813941	105.863709918348	helD	DNA helicase IV; 	K03658|1|0.0|1359|ebe:B21_00973|DNA helicase IV [EC:3.6.4.12]	GO:0033202;GO:0016020//membrane	GO:0003677//DNA binding;GO:0005524//ATP binding;GO:0005515//protein binding;GO:0043140//ATP-dependent 3'-5' DNA helicase activity;GO:0000155//phosphorelay sensor kinase activity	GO:0000160//phosphorelay signal transduction system;GO:0006310//DNA recombination;GO:0023014//signal transduction by phosphorylation
b1870	744	838	629	724	525	885	786	961	637	1009	1132	99.87%	99.73%	99.73%	99.73%	99.87%	99.87%	99.6%	99.87%	99.87%	99.87%	147.123457262198	117.771184828269	126.265407674147	99.7966944022704	148.342579920244	127.295519619437	176.608325302782	102.603965982893	167.965827239583	187.750073062974	cmoA	carboxy-SAM synthase; 	K15256|1|4e-139|497|edj:ECDH1ME8569_1816|tRNA (cmo5U34)-methyltransferase [EC:2.1.1.-]	-	GO:0008757//S-adenosylmethionine-dependent methyltransferase activity;GO:0016300//tRNA (uracil) methyltransferase activity	GO:0032259//methylation;GO:0002098//tRNA wobble uridine modification
b3197	987	1318	1223	1229	1162	1675	1309	1263	1144	1473	1443	99.29%	99.49%	99.7%	99.7%	99.49%	99.59%	99.7%	99.59%	99.7%	99.7%	174.425146478992	172.611862526774	161.567306486333	166.501735163229	211.637757624952	159.803394994071	174.963282562929	138.901368005127	184.836738514249	180.408004088329	kdsD	D-arabinose 5-phosphate isomerase; 	K06041|1|3e-177|624|sbc:SbBS512_E3573|arabinose-5-phosphate isomerase [EC:5.3.1.13]	-	GO:0046872//metal ion binding;GO:0030246//carbohydrate binding;GO:0019146//arabinose-5-phosphate isomerase activity	GO:0019294//keto-3-deoxy-D-manno-octulosonic acid biosynthetic process
b3137	861	24	47	28	14	34	27	19	18	17	14	97.33%	96.63%	84.67%	51.45%	97.33%	94.77%	93.5%	89.78%	65.39%	58.19%	3.64098532936643	7.60424394873949	4.21962284101718	2.29961256323002	4.92460337363923	3.77854083823952	3.01724912285297	2.50534191822313	2.44539191748853	2.00646462637325	kbaY	tagatose 6-phosphate aldolase 1, kbaY subunit; 	K08302|1|3e-160|567|ecoi:ECOPMV1_03448|tagatose 1,6-diphosphate aldolase GatY/KbaY [EC:4.1.2.40]	-	GO:0009025//tagatose-bisphosphate aldolase activity;GO:0008270//zinc ion binding	GO:0005975//carbohydrate metabolic process;GO:2001059
b4556	815	49	44	46	44	73	61	41	44	54	58	95.58%	93.37%	95.21%	96.56%	98.04%	98.77%	96.07%	96.07%	95.21%	98.04%	7.85324795811045	7.52066773930418	7.32350491855068	7.63527803202506	11.1701947254907	9.01852957805852	6.87839272107411	6.46982775937049	8.20613870889296	8.78166788009003	glvG	-	K01232|1|4e-119|431|edj:ECDH1ME8569_3568|maltose-6'-phosphate glucosidase [EC:3.2.1.122]	-	GO:0000166//nucleotide binding;GO:0050081;GO:0016616//oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	GO:0005975//carbohydrate metabolic process;GO:0055114//oxidation-reduction process
b2744	762	1122	822	955	817	876	850	1039	936	1185	1240	99.74%	99.61%	99.87%	99.61%	99.74%	99.61%	99.74%	99.74%	99.74%	99.61%	192.330749647409	150.272039447389	162.617453090579	151.634098485268	143.36549135866	134.408725209759	186.432359654143	147.203633021898	192.604345571622	200.804451977984	umpG	broad specificity 5'(3')-nucleotidase and polyphosphatase; 	K03787|1|3e-145|517|sbc:SbBS512_E3130|5'-nucleotidase [EC:3.1.3.5]	GO:0005737//cytoplasm	GO:0008253//5'-nucleotidase activity;GO:0046872//metal ion binding;GO:0008254//3'-nucleotidase activity;GO:0000166//nucleotide binding;GO:0004309//exopolyphosphatase activity	GO:0006464//cellular protein modification process
